C0151698,Injection site haemorrhage,2.73%
C0271650,Glucose tolerance impaired,2.73%
C0442886,Secondary infection,2.73%
C0541832,Chromaturia,2.73%
C0699828,Serotonin syndrome,2.73%
C0002957,Anger,2.65%
C0003460,Anuria,2.65%
C0004144,Atelectasis,2.65%
C0006147,Breast feeding,2.65%
C0007114,Skin cancer,2.65%
C0009760,Conjunctival haemorrhage,2.65%
C0015469,Facial paralysis,2.65%
C0018991,Hemiplegia,2.65%
C0028259,Nodule,2.65%
C0035317,Retinal haemorrhage,2.65%
C0041105,Trismus,2.65%
C0085602,Polydipsia,2.65%
C0151559,CNS depression NOS,2.65%
C0234930,Skin odour abnormal,2.65%
C0236000,Pain in jaw,2.65%
C0423602,Sensation of foreign body,2.65%
C0546884,Hypovolaemia,2.65%
C0853619,Local swelling,2.65%
C1325847,Sensitisation,2.65%
C0014335,Enteritis,2.58%
C0014534,Epididymitis,2.58%
C0149725,Lower respiratory tract infection,2.58%
C0162298,Joint stiffness,2.58%
C0700200,Presyncope,2.58%
C0858259,Nasal discomfort,2.58%
C0003873,Rheumatoid arthritis,2.51%
C0004364,Autoimmune disorder,2.51%
C0005778,Clotting,2.51%
C0012813,Diverticulitis,2.51%
C0015256,Excoriation,2.51%
C0021308,Infarction,2.51%
C0021775,Intermittent claudication,2.51%
C0026766,Multi-organ failure,2.51%
C0036983,Septic shock,2.51%
C0086769,Panic attack,2.51%
C0151474,Alcohol intolerance,2.51%
C0175167,Acneiform eruption,2.51%
C0232602,Retching,2.51%
C0236068,Swollen tongue,2.51%
C0281981,Skin mass,2.51%
C0392176,Gastric irritation,2.51%
C0392197,Warmth,2.51%
C0549475,Lipase increased,2.51%
C1619712,Procedural pain,2.51%
C0007097,Carcinoma,2.44%
C0014356,Enterocolitis,2.44%
C0031154,Peritonitis,2.44%
C0035222,Acute respiratory distress syndrome,2.44%
C0038002,Splenomegaly,2.44%
C0151517,Atrioventricular block complete,2.44%
C0151838,Circumoral paresthesia,2.44%
C0152025,Polyneuropathy,2.44%
C0162529,Colitis ischaemic,2.44%
C0235259,Cataract subcapsular,2.44%
C0240327,Taste metallic,2.44%
C0338656,Cognitive impairment,2.44%
C0427086,Movements involuntary,2.44%
C0855329,Electrocardiogram change,2.44%
C0024282,Lymphocytosis,2.37%
C0029878,Otitis externa,2.37%
C0037278,Skin infection,2.37%
C0039446,Telangiectasia,2.37%
C0040485,Torticollis,2.37%
C0085635,Photopsia,2.37%
C0085681,Hyperphosphataemia,2.37%
C0151601,Conjunctival oedema,2.37%
C0162287,Abnormal faeces,2.37%
C0231807,Dyspnoea exertional,2.37%
C0241934,Hypomania,2.37%
C0599918,Nephrotoxicity,2.37%
C0751295,Memory loss,2.37%
C1510472,Drug dependence,2.37%
C1527311,Brain oedema,2.37%
C0020639,Hypoproteinaemia,2.30%
C0036396,Sciatica,2.30%
C0039338,Taste disorders,2.30%
C0041364,Tumour lysis syndrome,2.30%
C0085669,Acute leukaemia,2.30%
C0151313,Peripheral sensory neuropathy,2.30%
C0151436,Allergic cutaneous angiitis,2.30%
C0151480,Antinuclear antibody positive,2.30%
C0235031,Neurological symptom,2.30%
C0347390,Skin papilloma,2.30%
C0853760,Blood potassium increased,2.30%
C0857496,Thromboembolic event,2.30%
C1861172,Venous thromboembolism,2.30%
C3495920,Lacrimal structural disorder,2.30%
C0004509,Azoospermia,2.22%
C0007398,Catatonia,2.22%
C0015403,Eye infection,2.22%
C0020546,Hypertensive crisis,2.22%
C0020569,Salivary gland enlargement,2.22%
C0022661,Renal failure chronic,2.22%
C0035229,Respiratory insufficiency,2.22%
C0037011,Shoulder pain,2.22%
C0037287,Skin nodule,2.22%
C0151605,Injection site swelling,2.22%
C0151686,Growth retardation,2.22%
C0205204,Scab,2.22%
C0234192,Feeling cold,2.22%
C0242073,Pulmonary congestion,2.22%
C0263449,Dermatitis perioral,2.22%
C0349790,Exacerbation of asthma,2.22%
C0521490,Application site irritation,2.22%
C1720775,Renal tubular necrosis,2.22%
C0010043,Ulcerative keratitis,2.15%
C0013146,Drug abuse,2.15%
C0013298,Duodenitis,2.15%
C0014394,Enuresis,2.15%
C0016059,Fibrosis,2.15%
C0026650,Movement disorder,2.15%
C0026846,Muscle atrophy,2.15%
C0031085,Abscess periodontal,2.15%
C0034152,Henoch-Schonlein purpura,2.15%
C0037284,Skin lesion,2.15%
C0042133,Uterine leiomyoma,2.15%
C0085611,Atrial arrhythmia,2.15%
C0151632,Red blood cell sedimentation rate increased,2.15%
C0151937,Tendon rupture,2.15%
C0151942,Arterial thrombosis,2.15%
C0152027,Sensory disturbance,2.15%
C0853697,Neutrophil count decreased,2.15%
C0855333,Electrocardiogram QT corrected interval prolonged,2.15%
C0870082,Hyperkeratosis,2.15%
C0917799,Hypersomnia,2.15%
C0010481,Cushing's syndrome,2.08%
C0017566,Gingival hyperplasia,2.08%
C0019372,Herpes virus infection,2.08%
C0020452,Hyperaemia,2.08%
C0025202,Malignant melanoma,2.08%
C0038814,Sunburn,2.08%
C0039621,Tetany,2.08%
C0151701,Pulmonary haemorrhage,2.08%
C0549386,Sensation of warmth,2.08%
C1262144,Increased bronchial secretion,2.08%
C2937350,Abnormal ejaculation,2.08%
C0006625,Cachexia,2.01%
C0015300,Exophthalmos,2.01%
C0025290,Meningitis aseptic,2.01%
C0025637,Methaemoglobinaemia,2.01%
C0030807,Pemphigus,2.01%
C0035258,Restless legs syndrome,2.01%
C0035305,Retinal detachment,2.01%
C0085623,Akinesia,2.01%
C0151664,Gastrointestinal perforation,2.01%
C0152517,Viral diarrhoea,2.01%
C0221776,Oral pain,2.01%
C0232498,Abdominal tenderness,2.01%
C0233763,Hallucination; visual,2.01%
C0235886,Leg edema,2.01%
C0239981,Hypoalbuminaemia,2.01%
C0264906,Atrioventricular block second degree,2.01%
C0439857,Dependence,2.01%
C0541799,Bad taste,2.01%
C0852625,Injection site erythema,2.01%
C3160741,Toxicity to various agents,2.01%
C0002390,Alveolitis allergic,1.94%
C0002888,Anaemia megaloblastic,1.94%
C0002965,Angina unstable,1.94%
C0009324,Colitis ulcerative,1.94%
C0010038,Corneal opacity,1.94%
C0015734,Faecalith,1.94%
C0018772,Partial hearing loss,1.94%
C0029927,Ovarian cyst,1.94%
C0032708,Porphyrin metabolism disorder,1.94%
C0085583,Choreoathetosis,1.94%
C0151529,Bleeding time prolonged,1.94%
C0151594,Diarrhoea haemorrhagic,1.94%
C0235567,Sputum increased,1.94%
C0236024,Pharyngeal oedema,1.94%
C0521592,Hypoaesthesia oral,1.94%
C0585186,Cutaneous hypersensitivity,1.94%
C0853700,Application site erythema,1.94%
C1262113,Lipohypertrophy,1.94%
C1269683,Major depression,1.94%
C1321686,Faecaloma,1.94%
C1322281,Rhinitis seasonal,1.94%
C1458155,Breast neoplasm,1.94%
C2607914,Rhinitis allergic,1.94%
C0001125,Lactic acidosis,1.87%
C0006325,Bruxism,1.87%
C0009443,Common cold,1.87%
C0010037,Corneal oedema,1.87%
C0017605,Angle closure glaucoma,1.87%
C0018621,Seasonal allergy,1.87%
C0023418,Leukaemia,1.87%
C0024117,Chronic obstructive pulmonary disease,1.87%
C0024236,Lymphoedema,1.87%
C0027720,Nephrosis,1.87%
C0030332,Panophthalmitis,1.87%
C0032290,Pneumonia aspiration,1.87%
C0033247,Proctocolitis,1.87%
C0034068,Pulmonary eosinophilia,1.87%
C0040425,Tonsillitis,1.87%
C0043349,Xerophthalmia,1.87%
C0151579,Crystalluria,1.87%
C0151824,Biliary colic,1.87%
C0151936,Tendon disorder,1.87%
C0232197,Cardiac fibrillation,1.87%
C0237314,Heart rate irregular,1.87%
C0242656,Disease progression,1.87%
C0259799,Punctate keratitis,1.87%
C0341012,Oral herpes,1.87%
C0476089,Endometrial cancer,1.87%
C0494475,Tonic-clonic seizures,1.87%
C0559031,Functional gastrointestinal disorder,1.87%
C0699893,Skin carcinoma,1.87%
C0877192,Lipodystrophy acquired,1.87%
C2004489,Regurgitation,1.87%
C0007117,Basal cell carcinoma,1.79%
C0013609,Localised oedema,1.79%
C0016242,Vitreous floaters,1.79%
C0017086,Gangrene,1.79%
C0020514,Hyperprolactinaemia,1.79%
C0024894,Mastitis,1.79%
C0026896,Myasthenia gravis,1.79%
C0029453,Osteopenia,1.79%
C0032231,Pleurisy,1.79%
C0033246,Proctitis,1.79%
C0034155,Thrombotic thrombocytopenic purpura,1.79%
C0085129,Bronchial hyperreactivity,1.79%
C0149741,Breast discharge,1.79%
C0221423,Sickness,1.79%
C0231303,Distress,1.79%
C0235290,Taste bitter,1.79%
C0235437,Gravitational oedema,1.79%
C0240735,Personality change,1.79%
C0241705,Strangury,1.79%
C0262988,Cutaneous vasculitis,1.79%
C0271738,Secondary adrenocortical insufficiency,1.79%
C0423006,Eye discharge,1.79%
C0520893,Localized exfoliation,1.79%
C0548823,Distress gastrointestinal,1.79%
C0600260,Obstructive airways disorder,1.79%
C0795692,Hyperlactacidaemia,1.79%
C1760428,Suicidal behaviour,1.79%
C0001623,Adrenal insufficiency,1.72%
C0007286,Carpal tunnel syndrome,1.72%
C0008489,Chorea,1.72%
C0019054,Haemolysis,1.72%
C0019087,Haemorrhagic disorder,1.72%
C0028754,Obesity,1.72%
C0029443,Osteomyelitis,1.72%
C0032461,Polycythaemia,1.72%
C0035854,Rosacea,1.72%
C0038525,Subarachnoid haemorrhage,1.72%
C0039591,Testicular pain,1.72%
C0043246,Laceration,1.72%
C0085595,Body odor,1.72%
C0151626,Necrolysis epidermal,1.72%
C0231856,Breath sounds abnormal,1.72%
C0234022,Anorgasmia,1.72%
C0241057,Skin burning sensation,1.72%
C0271051,Macular oedema,1.72%
C0425945,Prolonged menses,1.72%
C0521495,Application site rash,1.72%
C0543467,Surgery,1.72%
C0549433,Surgical intervention,1.72%
C0853714,Application site pruritus,1.72%
C0877661,Application site burn,1.72%
C1096250,Gastrointestinal discomfort,1.72%
C1112214,Vulvovaginal pruritus,1.72%
C1318520,Vasculitis necrotising,1.72%
C1457883,Aggressive reaction,1.72%
C0005747,Blepharospasm,1.65%
C0008033,Pleuritic pain,1.65%
C0018946,Subdural haematoma,1.65%
C0020565,Hypertrophy of breast,1.65%
C0021359,Infertility,1.65%
C0025320,Menopause,1.65%
C0026636,Oral disorder,1.65%
C0026986,Myelodysplastic syndrome,1.65%
C0028960,Oligospermia,1.65%
C0036980,Cardiogenic shock,1.65%
C0038220,Status epilepticus,1.65%
C0038826,Superinfection,1.65%
C0040586,Tracheobronchitis,1.65%
C0041976,Urethritis,1.65%
C0161479,Nerve injury,1.65%
C0239134,Productive cough,1.65%
C0239739,Gingival pain,1.65%
C0239978,Frequent bowel movements,1.65%
C0241136,Pain of skin,1.65%
C0242379,Lung neoplasm malignant,1.65%
C0376358,Prostate cancer,1.65%
C0435002,Ligament sprain,1.65%
C0853777,Blood albumin decreased,1.65%
C0919715,Lupus-like syndrome,1.65%
C0919874,Post procedural haemorrhage,1.65%
C0919924,Pulmonary toxicity,1.65%
C0947999,Blood urine present,1.65%
C0948595,Ocular discomfort,1.65%
C2609445,Infusion site reactions,1.65%
C2939186,Mood alteration NOS,1.65%
C0003126,Anosmia,1.58%
C0015393,Congenital eye disorder,1.58%
C0022104,Irritable bowel syndrome,1.58%
C0023787,Lipodystrophy,1.58%
C0025218,Chloasma,1.58%
C0025362,Mental retardation,1.58%
C0025517,Metabolic disorder,1.58%
C0027059,Myocarditis,1.58%
C0032343,Poisoning,1.58%
C0037023,Sialoadenitis,1.58%
C0041948,Uremia,1.58%
C0151705,Retroperitoneal haemorrhage,1.58%
C0162316,Iron deficiency anaemia,1.58%
C0221100,Hangover,1.58%
C0235267,Eye redness,1.58%
C0240557,Nasal irritation,1.58%
C0259749,Autonomic neuropathy,1.58%
C0345904,Hepatic cancer,1.58%
C0392163,Corneal erosion,1.58%
C0522153,Urine color abnormal,1.58%
C0595883,Blood glucose decreased,1.58%
C0728899,Intoxication,1.58%
C0740425,Taste altered,1.58%
C0852810,Blood creatinine decreased,1.58%
C0856054,Mental status changes,1.58%
C1096035,Infusion site pain,1.58%
C1140680,Ovarian cancer,1.58%
C1328337,Urethritis noninfective,1.58%
C2938875,Upper-airway cough syndrome,1.58%
C3665624,Blood calcium decreased,1.58%
C0003708,Arachnoiditis,1.51%
C0016034,Fibrocystic breast disease,1.51%
C0016977,Gallbladder disorder,1.51%
C0018213,Basedow's disease,1.51%
C0018500,Hair disorder,1.51%
C0030846,Penis disorder,1.51%
C0036690,Septicemia,1.51%
C0079043,Bronchoconstriction,1.51%
C0086525,Lassitude,1.51%
C0151671,Glucose tolerance decreased,1.51%
C0151691,High density lipoprotein decreased,1.51%
C0162281,Corneal deposits,1.51%
C0233715,Speech impairment NOS,1.51%
C0238106,Clostridium difficile colitis,1.51%
C0239488,Erythema facial,1.51%
C0240211,Lip swelling,1.51%
C0264886,Conduction disorder,1.51%
C0278079,Dependence psychological,1.51%
C0520589,Vulvovaginal dryness,1.51%
C0541782,Sinus arrest,1.51%
C0750426,White blood cell count increased,1.51%
C0852913,Blood amylase increased,1.51%
C0876994,Cardiotoxicity,1.51%
C1510431,Thrombophlebitis superficial,1.51%
C0004610,Bacteraemia,1.43%
C0007137,Squamous cell carcinoma,1.43%
C0009946,Conversion disorder,1.43%
C0010399,Crying,1.43%
C0018989,Hemiparesis,1.43%
C0019061,Haemolytic uraemic syndrome,1.43%
C0028077,Night blindness,1.43%
C0033581,Prostatitis,1.43%
C0037290,Pigmentation skin,1.43%
C0041296,Tuberculosis,1.43%
C0042594,Vestibular disorder,1.43%
C0042998,Vulvovaginitis,1.43%
C0085622,Monoplegia,1.43%
C0086132,Depressive symptom,1.43%
C0151611,Electroencephalogram abnormal,1.43%
C0151818,Opisthotonus,1.43%
C0156312,Testicular atrophy,1.43%
C0221016,Red blood cell disorders,1.43%
C0232807,Function kidney decreased,1.43%
C0233459,Emotional disorder,1.43%
C0235750,Hypertension worsened,1.43%
C0235874,Condition aggravated,1.43%
C0235901,Lacrimation abnormal NOS,1.43%
C0239150,Creatinine low,1.43%
C0270458,Psychotic depression,1.43%
C0278106,Ejaculation failure,1.43%
C0302809,Hepatitis fulminant,1.43%
C0341047,Parotid gland enlargement,1.43%
C0343863,Genital candidiasis,1.43%
C0423798,Increased tendency to bruise,1.43%
C0520573,Buffalo hump,1.43%
C0553548,Angiitis necrotising,1.43%
C0741494,Bilirubin total increased,1.43%
C0854082,Blood prolactin increased,1.43%
C0948807,Hepatic impairment,1.43%
C0973461,Dysphasia,1.43%
C1608945,Exfoliative rash,1.43%
C2240374,Eosinophil count increased,1.43%
C3665346,Unspecified visual loss,1.43%
C0005684,Bladder cancer,1.36%
C0018378,Guillain-Barre syndrome,1.36%
C0019163,Hepatitis B,1.36%
C0019340,Herpes NOS,1.36%
C0020701,Hysteria,1.36%
C0027092,Myopia,1.36%
C0029124,Optic atrophy,1.36%
C0032781,Postnasal drip,1.36%
C0033046,Premenstrual syndrome,1.36%
C0037315,Sleep apnoea syndrome,1.36%
C0042420,Syncope vasovagal,1.36%
C0085688,Breast engorgement,1.36%
C0151564,Cogwheel rigidity,1.36%
C0151785,Mucous membrane disorder,1.36%
C0155626,Acute myocardial infarction,1.36%
C0221165,Diplegia,1.36%
C0221170,Muscle stiffness,1.36%
C0221203,Rash vesicular,1.36%
C0231365,Urination impaired,1.36%
C0235876,Depression aggravated,1.36%
C0239340,Edema of lower extremities,1.36%
C0239454,Erythema of eyelid,1.36%
C0262385,Autonomic nervous system imbalance,1.36%
C0262662,Ventricular bigeminy,1.36%
C0392162,Sticky skin,1.36%
C0520887,Electrocardiogram ST segment depression,1.36%
C0549405,Blood pressure fluctuation,1.36%
C0684249,Carcinoma of lung,1.36%
C0743680,Eye oedema,1.36%
C0854100,Nitrogen balance negative,1.36%
C0858678,Alopecia reversible,1.36%
C0860866,Potassium low,1.36%
C0863113,Hypotension symptomatic,1.36%
C0877055,Acute generalised exanthematous pustulosis,1.36%
C0877322,Muscle tightness,1.36%
C1510497,Lenticular opacities,1.36%
C2239176,Hepatocellular carcinoma,1.36%
C3160858,Posterior reversible encephalopathy syndrome,1.36%
C0001622,Hyperadrenocorticism,1.29%
C0001883,Airway obstruction NOS,1.29%
C0003813,Sinus arrhythmia,1.29%
C0007760,Cerebellar syndrome,1.29%
C0013132,Drooling,1.29%
C0018824,Cardiac valve disease,1.29%
C0022573,Keratoconjunctivitis,1.29%
C0023890,Hepatic cirrhosis,1.29%
C0029877,Otitis,1.29%
C0030318,Panic reaction,1.29%
C0030486,Paraplegia,1.29%
C0037672,Somnambulism,1.29%
C0040128,Thyroid disorder,1.29%
C0085660,Aseptic necrosis,1.29%
C0085692,Cystitis haemorrhagic,1.29%
C0151934,Hypogeusia,1.29%
C0221242,Fixed drug eruption,1.29%
C0232910,Teratogenicity,1.29%
C0233485,Apprehension,1.29%
C0235280,Ototoxicity,1.29%
C0235351,Tongue ulceration,1.29%
C0239295,Oesophageal candidiasis,1.29%
C0240417,Muscle mass,1.29%
C0262431,Spinal compression fracture,1.29%
C0278080,Dependence physiological,1.29%
C0332563,Papule,1.29%
C0476281,Non-cardiac chest pain,1.29%
C0521498,Injection site irritation,1.29%
C0541820,Carbohydrate tolerance decreased,1.29%
C0860803,Glucose increased,1.29%
C0877153,Neutropenic sepsis,1.29%
C1145628,Unspecified disorder of autonomic nervous system,1.29%
C1302752,Abrasion NOS,1.29%
C1527358,Phototoxicity,1.29%
C1619702,Device related infection,1.29%
C2939419,Metastatic neoplasm,1.29%
C0008301,Choking,1.22%
C0010828,Cytopenia,1.22%
C0020295,Hydronephrosis,1.22%
C0022073,Iridocyclitis,1.22%
C0024031,Low back pain,1.22%
C0025287,Meningism,1.22%
C0033775,Anal pruritus,1.22%
C0040261,Onychomycosis,1.22%
C0149514,Acute bronchitis,1.22%
C0162557,Acute hepatic failure,1.22%
C0221706,Road traffic accident,1.22%
C0233565,Bradykinesia,1.22%
C0233762,Hallucination; auditory,1.22%
C0234047,Ejaculation delayed,1.22%
C0234428,Consciousness abnormal,1.22%
C0235347,Black hairy tongue,1.22%
C0235763,Psoriasis flare-up,1.22%
C0239377,Pain in arm,1.22%
C0242339,Dyslipidaemia,1.22%
C0271710,Hypoglycemic reaction,1.22%
C0427108,Unsteadiness,1.22%
C0429097,QRS complex,1.22%
C0429098,Electrocardiogram QRS complex,1.22%
C0474378,Hair colour changes,1.22%
C0520888,Electrocardiogram T wave inversion,1.22%
C0542203,Water retention,1.22%
C0553692,Haemorrhagic stroke,1.22%
C0853225,International normalised ratio increased,1.22%
C0856151,Fat redistribution,1.22%
C0948873,Flu symptoms,1.22%
C1280433,Lipoatrophy,1.22%
C1321898,Blood in stool,1.22%
C1527407,Eosinophilic pneumonia,1.22%
C3495440,Bleeding breakthrough,1.22%
C0000786,Abortion spontaneous,1.15%
C0001175,Acquired immunodeficiency syndrome,1.15%
C0003615,Appendicitis,1.15%
C0004690,Balanitis,1.15%
C0006114,Edema cerebral,1.15%
C0008035,Chest wall pain,1.15%
C0008311,Cholangitis,1.15%
C0009917,Muscle contracture,1.15%
C0013220,Drug tolerance,1.15%
C0015468,Facial pain,1.15%
C0015644,Fasciculation,1.15%
C0019193,Hepatitis toxic,1.15%
C0019196,Hepatitis C,1.15%
C0021051,Immunodeficiency,1.15%
C0028866,IIIrd nerve paralysis,1.15%
C0029442,Osteomalacia,1.15%
C0030848,Peyronie's disease,1.15%
C0034902,Aplasia pure red cell,1.15%
C0038160,Staphylococcal infection,1.15%
C0040434,Tooth discolouration,1.15%
C0043241,Wound infection,1.15%
C0085762,Alcohol abuse,1.15%
C0151609,Scrotal oedema,1.15%
C0151830,Urethral pain,1.15%
C0152169,Renal colic,1.15%
C0221185,Xanthopsia,1.15%
C0221269,Pseudolymphoma,1.15%
C0234193,Sensation of heat,1.15%
C0234369,Trembling,1.15%
C0235025,Peripheral motor neuropathy,1.15%
C0235315,Faeces discoloured,1.15%
C0241442,Protrusion tongue,1.15%
C0241633,Vaginal dryness,1.15%
C0270994,Steroid myopathy,1.15%
C0338614,Psychotic episode,1.15%
C0338908,Anxiety depression,1.15%
C0344320,Vivid dreams,1.15%
C0393593,Dystonia,1.15%
C0434437,Joint sprain,1.15%
C0497201,Abnormal sensation in eye,1.15%
C0542008,Injection site haematoma,1.15%
C0542476,Forgetfulness,1.15%
C0553732,Prothrombin level decreased,1.15%
C0577559,Mass,1.15%
C0700292,Hypoxemia,1.15%
C0852192,Asthenic conditions,1.15%
C0876973,Lung infection,1.15%
C1096343,Infusion site reaction,1.15%
C1142139,Drug reaction with eosinophilia and systemic symptoms,1.15%
C1142499,Gastrointestinal toxicity,1.15%
C1384606,Dyspareunia,1.15%
C1456822,Claudication,1.15%
C2584688,Testicular swelling,1.15%
C2586050,Oesophagitis ulcerative,1.15%
C3257803,Tearing eyes,1.15%
C0004095,Asthenopia,1.08%
C0007682,Central nervous system disorder,1.08%
C0009766,Conjunctivitis allergic,1.08%
C0012359,Distention,1.08%
C0017658,Glomerulonephritis,1.08%
C0018843,Heat stroke,1.08%
C0020522,Type IV hypersensitivity reaction,1.08%
C0021655,Insulin resistance,1.08%
C0023467,Acute myeloid leukaemia,1.08%
C0029163,Mouth haemorrhage,1.08%
C0030781,Peliosis hepatis,1.08%
C0035204,Respiratory disorder,1.08%
C0035508,Rhonchi,1.08%
C0036341,Schizophrenia,1.08%
C0041956,Ureteric obstruction,1.08%
C0043250,Wound,1.08%
C0080276,Urogenital disorder,1.08%
C0085570,Alkalosis hypokalaemic,1.08%
C0085702,Monocytosis,1.08%
C0151747,Renal tubular disorder,1.08%
C0155003,Blindness transient,1.08%
C0235169,Excitability,1.08%
C0235409,Increased insulin requirement,1.08%
C0239385,Paresthesia of limbs,1.08%
C0240671,Activated partial thromboplastin time prolonged,1.08%
C0262985,Dermatitis psoriasiform,1.08%
C0265031,Haemorrhoidal haemorrhage,1.08%
C0424230,Psychomotor retardation,1.08%
C0521509,Injection site induration,1.08%
C0522063,Impaired gastric emptying,1.08%
C0522172,Feeling drunk,1.08%
C0525045,Affective disorder,1.08%
C0595929,Cholesterol serum elevated,1.08%
C0678222,Carcinoma breast,1.08%
C0743400,Ejection fraction decreased,1.08%
C0812387,Coldness,1.08%
C0850149,Dry cough,1.08%
C0852908,Drug ineffective,1.08%
C1112320,Temperature intolerance,1.08%
C1260922,Respiration abnormal,1.08%
C1262013,Recall phenomenon,1.08%
C1268766,Change in blood pressure,1.08%
C1287298,Urine output,1.08%
C1306577,Death,1.08%
C1704272,Benign prostatic hyperplasia,1.08%
C0002940,Aneurysm,1.00%
C0003469,Anxiety disorder,1.00%
C0003850,Arteriosclerosis,1.00%
C0004044,Asphyxia,1.00%
C0004998,Benign neoplasm of skin,1.00%
C0006285,Bronchopneumonia,1.00%
C0007166,Cardiac output decreased,1.00%
C0007177,Cardiac tamponade,1.00%
C0010346,Crohn's disease,1.00%
C0014173,Endometrial hyperplasia,1.00%
C0014866,Oesophageal stenosis,1.00%
C0015663,Fasting,1.00%
C0016385,Cardiac flutter,1.00%
C0018916,Haemangioma,1.00%
C0019917,Hordeolum,1.00%
C0020255,Hydrocephalus,1.00%
C0020523,Type I hypersensitivity,1.00%
C0020619,Hypogonadism,1.00%
C0022893,Labyrinthitis,1.00%
C0023212,Left ventricular failure,1.00%
C0023510,White blood cell disorder,1.00%
C0023524,Progressive multifocal leukoencephalopathy,1.00%
C0023646,Lichen planus,1.00%
C0023903,Hepatic neoplasm,1.00%
C0024205,Lymphadenitis,1.00%
C0025160,Megacolon,1.00%
C0028949,Oligomenorrhoea,1.00%
C0029089,Ophthalmoplegia,1.00%
C0029928,Ovarian disorder,1.00%
C0030567,Parkinson's disease,1.00%
C0031924,Piloerection,1.00%
C0036416,Scleritis,1.00%
C0041747,Unintended pregnancy,1.00%
C0042256,Vaginal itching,1.00%
C0042907,Vitreous detachment,1.00%
C0043117,Idiopathic thrombocytopenic purpura,1.00%
C0080203,Tachyarrhythmia,1.00%
C0085661,Onycholysis,1.00%
C0151577,Creatinine renal clearance decreased,1.00%
C0151752,Lactation female,1.00%
C0221345,Nail discolouration,1.00%
C0221752,Blood urine,1.00%
C0232409,Hair growth abnormal,1.00%
C0232488,Abdominal colic,1.00%
C0235270,Keratopathy,1.00%
C0235325,Gastric haemorrhage,1.00%
C0235807,Hair texture abnormal,1.00%
C0236065,Oedema mouth,1.00%
C0236072,Bronchospasm paradoxical,1.00%
C0237938,Gastrointestinal ulcer,1.00%
C0241157,Pustule,1.00%
C0260662,Auditory disorder NOS,1.00%
C0312420,Hypersexuality,1.00%
C0332601,Cushingoid,1.00%
C0393760,Initial insomnia,1.00%
C0520806,Sudden death; cause unknown,1.00%
C0543698,Hypersensitive syndrome,1.00%
C0555724,Lip dry,1.00%
C0853019,Blood thyroid stimulating hormone increased,1.00%
C0853026,Porphyria non-acute,1.00%
C0853193,Bipolar I disorder,1.00%
C0853908,Oropharyngeal swelling,1.00%
C0858617,Posterior subcapsular cataract,1.00%
C0920171,Foreign body sensation in eyes,1.00%
C0948296,Ear discomfort,1.00%
C1264613,Gastrointestinal infection,1.00%
C1274594,Lichenoid keratosis,1.00%
C1522133,High cholesterol,1.00%
C1720798,Radiation recall reaction (dermatologic),1.00%
C0002063,Alkalosis,0.93%
C0005586,Bipolar disorder,0.93%
C0005818,Platelet disorder,0.93%
C0010073,Arteriospasm coronary,0.93%
C0011880,Diabetic ketoacidosis,0.93%
C0013415,Dysthymic disorder,0.93%
C0014038,Encephalitis,0.93%
C0014175,Endometriosis,0.93%
C0014869,Reflux esophagitis,0.93%
C0015423,Eyelid disorder,0.93%
C0019151,Hepatic encephalopathy,0.93%
C0019156,Venoocclusive liver disease,0.93%
C0019214,Hepatosplenomegaly,0.93%
C0019294,Inguinal hernia,0.93%
C0019345,Herpes labialis,0.93%
C0020620,Hypohidrosis,0.93%
C0020903,Illusion,0.93%
C0022575,Keratoconjunctivitis sicca,0.93%
C0023798,Lipoma,0.93%
C0024437,Macular degeneration,0.93%
C0026603,Motion sickness,0.93%
C0029132,Optic nerve disorder,0.93%
C0030578,Paronychia,0.93%
C0030662,Pathological gambling,0.93%
C0030805,Pemphigoid,0.93%
C0031099,Periodontitis,0.93%
C0033893,Tension headache,0.93%
C0034951,Refraction disorder,0.93%
C0039584,Testicular disorder,0.93%
C0042755,Virilism,0.93%
C0043037,Common wart,0.93%
C0085680,Hypochloraemia,0.93%
C0086168,Dissociation,0.93%
C0149937,Acute interstitial nephritis,0.93%
C0155365,Vitreous disorder,0.93%
C0162566,Porphyria cutanea tarda,0.93%
C0231170,Disability,0.93%
C0234131,Motor dysfunction,0.93%
C0234909,Nail changes,0.93%
C0234916,Rash follicular,0.93%
C0235761,Nasal septum perforation,0.93%
C0235848,Skin cold clammy,0.93%
C0242461,Purpura non-thrombocytopenic,0.93%
C0270611,Brain injury,0.93%
C0278061,Mental state abnormal,0.93%
C0393761,Middle insomnia,0.93%
C0423232,Corneal staining,0.93%
C0426390,Bladder spasm,0.93%
C0520587,Vulvovaginal discomfort,0.93%
C0549448,Haemoglobin increased,0.93%
C0553702,Ca++ increased,0.93%
C0553704,Serum potassium increased,0.93%
C0553713,Breast pain female,0.93%
C0553721,Sweating decreased,0.93%
C0558401,Skin laceration,0.93%
C0581912,Sensation of heaviness,0.93%
C0595878,Blood sodium increased,0.93%
C0701811,Short-term memory loss,0.93%
C0746961,Oxygen saturation decreased,0.93%
C0751494,Convulsive seizure,0.93%
C0853117,Blood testosterone decreased,0.93%
C0855704,Vital dye staining cornea present,0.93%
C0857448,Serum urea increased,0.93%
C0860239,Catheter related infection,0.93%
C0877046,Tooth infection,0.93%
C0877338,Breast discomfort,0.93%
C0919671,Subileus,0.93%
